Legal Entity,Deal Name,Deal Currency,Position,Issuer Name,Issuer Currency,Security Name,Security ID,Security Currency,Security Type,Secondary Security Identifier,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Fjordvik Wind QFPF LLC (Equity (Fjordvik Wind))),NI V US C LP,USD,NI V US C LP (NI V Fjordvik Wind QFPF LLC (Equity (Fjordvik Wind))),15651,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Energy DevCo QFPF LLC (Firnwind Cravenhill) (Equity)),NI V US C LP,USD,NI V US C LP (NI V Energy DevCo QFPF LLC (Firnwind Cravenhill) (Equity)),18441,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Energy Storage DevCo QFPF LLC (Barnhill Recycle (Equity))),NI V US C LP,USD,NI V US C LP (NI V Energy Storage DevCo QFPF LLC (Barnhill Recycle (Equity))),25148,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Energy Storage DevCo QFPF LLC (Thistlebank (Equity))),NI V US C LP,USD,NI V US C LP (NI V Energy Storage DevCo QFPF LLC (Thistlebank (Equity))),15615,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Ampelos QFPF LLC (Ampelos BESS (Equity))),NI V US C LP,USD,NI V US C LP (NI V Ampelos QFPF LLC (Ampelos BESS (Equity))),15782,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Master DevCo Recycle (Equity)),NI V US C LP,USD,NI V US C LP (NI V Master DevCo Recycle (Equity)),19676,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Offshore DevCo QFPF LLC (California North Floating (Equity))),NI V US C LP,USD,NI V US C LP (NI V Offshore DevCo QFPF LLC (California North Floating (Equity))),15893,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Offshore DevCo QFPF LLC (Heatherfield (Equity))),NI V US C LP,USD,NI V US C LP (NI V Offshore DevCo QFPF LLC (Heatherfield (Equity))),19769,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Agatestone Grove 2 QFPF LLC (Agatestone Grove II (Equity))),NI V US C LP,USD,NI V US C LP (NI V Agatestone Grove 2 QFPF LLC (Agatestone Grove II (Equity))),15583,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Agatestone Grove QFPF LLC (Agatestone Grove 1 (Equity))),NI V US C LP,USD,NI V US C LP (NI V Agatestone Grove QFPF LLC (Agatestone Grove 1 (Equity))),15586,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Firnwind Cravenhill QFPF LLC (Firnwind Cravenhill (Equity))),NI V US C LP,USD,NI V US C LP (NI V Firnwind Cravenhill QFPF LLC (Firnwind Cravenhill (Equity))),15371,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Foxglove QFPF LLC (Aalvik Garden (Equity))),NI V US C LP,USD,NI V US C LP (NI V Foxglove QFPF LLC (Aalvik Garden (Equity))),20257,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Foxglove QFPF LLC (Talitha Stenvik (Equity))),NI V US C LP,USD,NI V US C LP (NI V Foxglove QFPF LLC (Talitha Stenvik (Equity))),20255,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Foxglove QFPF LLC (Chrysolite (Equity))),NI V US C LP,USD,NI V US C LP (NI V Foxglove QFPF LLC (Chrysolite (Equity))),20256,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Foxglove QFPF LLC (Foxglove (Equity))),NI V US C LP,USD,NI V US C LP (NI V Foxglove QFPF LLC (Foxglove (Equity))),15604,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (NI V Foxglove QFPF LLC (Foxglove (Funding Loan))),NI V US C LP,USD,NI V US C LP (NI V Foxglove QFPF LLC (Foxglove (Funding Loan))),21053,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (Ampelos HoldCo LLC (Ampelos (Equity))),NI V US C LP,USD,NI V US C LP (Ampelos HoldCo LLC (Ampelos (Equity))),15591,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (Pavo Renewables Inc. (Pavo Renewables (Equity))),NI V US C LP,USD,NI V US C LP (Pavo Renewables Inc. (Pavo Renewables (Equity))),15618,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (Diphda Solar DevCo II LLC (Diphda Solar II (Equity))),NI V US C LP,USD,NI V US C LP (Diphda Solar DevCo II LLC (Diphda Solar II (Equity))),15599,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (RECYCLE - US LPs (Equity)),NI V US C LP,USD,NI V US C LP (RECYCLE - US LPs (Equity)),19180,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (Firnwind Cravenhill TopCo LLC (Equity)),NI V US C LP,USD,NI V US C LP (Firnwind Cravenhill TopCo LLC (Equity)),19959,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,NI V US C LP (Heatherfield NI Holdings LLC(Equity)),NI V US C LP,USD,NI V US C LP (Heatherfield NI Holdings LLC(Equity)),16659,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,Nordvik Infrastructure V US C LP (Storage Portfolio II LLC (US Battery (Equity))),Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Storage Portfolio II LLC (US Battery (Equity))),18402,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US C LP,USD,Nordvik Infrastructure V US C LP (Storage Portfolio II LLC (US Battery (Funding Loan))),Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Storage Portfolio II LLC (US Battery (Funding Loan))),21054,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (NI V US D LP (Barnhill Recycle (Equity))),NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (NI V US D LP (Barnhill Recycle (Equity))),25146,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (NI V US D LP (Agatestone Grove 1 (Equity))),NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (NI V US D LP (Agatestone Grove 1 (Equity))),20293,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (NI V US D LP (RECYCLE - US LPs (Equity))),NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (NI V US D LP (RECYCLE - US LPs (Equity))),21048,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (NI V US D LP (Heatherfield (Equity))),NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (NI V US D LP (Heatherfield (Equity))),19770,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (NI V US Non-QFPF EUR Blocker SCSp - USD (Heatherfield(Equity))),NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (NI V US Non-QFPF EUR Blocker SCSp - USD (Heatherfield(Equity))),18122,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Aalvik Garden (Equity)),NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Aalvik Garden (Equity)),20254,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Aalvik Garden (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Aalvik Garden (Funding Loan)),20247,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Talitha Stenvik (Equity)),NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Talitha Stenvik (Equity)),20252,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Talitha Stenvik (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Talitha Stenvik (Funding Loan)),20245,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Chrysolite (Equity)),NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Chrysolite (Equity)),20253,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Chrysolite (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Chrysolite (Funding Loan)),20248,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Heatherfield (Equity)),NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp - USD (Heatherfield (Equity)),19221,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Larchmere (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Larchmere (Equity)),19659,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (California (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (California (Funding Loan)),12731,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (California North Floating (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (California North Floating (Equity)),15895,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Fjordvik Wind (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Fjordvik Wind (Equity)),15596,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Fjordvik Wind (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Fjordvik Wind (Funding Loan)),13288,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (NI V Master DevCo Recycle (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (NI V Master DevCo Recycle (Equity)),19677,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (NI V US Non-QFPF EUR Blocker SCSp - USD (Heatherfield(Funding loan))),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (NI V US Non-QFPF EUR Blocker SCSp - USD (Heatherfield(Funding loan))),16647,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Ampelos (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Ampelos (Equity)),13445,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Ampelos (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Ampelos (Funding Loan)),12584,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Ampelos BESS (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Ampelos BESS (Equity)),15779,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Pavo Wind (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Pavo Wind (Equity)),15788,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Pavo Wind (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Pavo Wind (Funding Loan)),14331,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Diphda Solar II (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Diphda Solar II (Equity)),15600,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Diphda Solar II (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Diphda Solar II (Funding Loan)),15008,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Overhead (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Overhead (Funding Loan)),14330,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Agatestone Grove I (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Agatestone Grove I (Equity)),15669,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Agatestone Grove I (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Agatestone Grove I (Funding Loan)),13644,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Agatestone Grove II (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Agatestone Grove II (Equity)),15650,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Agatestone grove II (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Agatestone grove II (Funding Loan)),12586,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (RECYCLE - US LPs (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (RECYCLE - US LPs (Equity)),19182,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Firnwind Cravenhill (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Firnwind Cravenhill (Equity)),15608,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Firnwind Cravenhill (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Firnwind Cravenhill (Funding Loan)),14890,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Storage Portfolio II LLC (US Battery (Equity))),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Storage Portfolio II LLC (US Battery (Equity))),18403,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Foxglove (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Foxglove (Equity)),15605,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Foxglove (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Foxglove (Funding Loan)),12589,EUR,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (Thistlebank (Equity)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (Thistlebank (Equity)),15611,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,NI V US Non-QFPF EUR Blocker SCSp - USD,USD,NI V US Non-QFPF EUR Blocker SCSp (US Battery (Funding Loan)),NI V US Non-QFPF EUR Blocker SCSp,USD,NI V US Non-QFPF EUR Blocker SCSp (US Battery (Funding Loan)),12590,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,Nordvik Infrastructure V NO SCSp,EUR,Nordvik Infrastructure V NO SCSp (Equity),Nordvik Infrastructure V NO SCSp,EUR,Nordvik Infrastructure V NO SCSp (Equity),15827,EUR,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (California (Equity)),Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (California (Equity)),13643,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Fjordvik Wind (Equity)),Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Fjordvik Wind (Equity)),14341,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Pavo Wind (Equity)),Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Pavo Wind (Equity)),14335,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Overhead (Equity)),Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Overhead (Equity)),14334,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Overhead (Funding Loan)),Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Overhead (Funding Loan)),16026,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Agatestone Grove (Equity)),Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Agatestone Grove (Equity)),12122,USD,Equity,,,,,,,,
Nordvik Infrastructure V Conso - Elimination,Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Agatestone Grove (Funding loan)),Nordvik Infrastructure V US C LP,USD,Nordvik Infrastructure V US C LP (Agatestone Grove (Funding loan)),13235,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V EUR Blocker Feeder SCSp,Nordvik Infrastructure V SCSp,EUR,Nordvik Infrastructure V SCSp (Equity),Nordvik Infrastructure V SCSp,EUR,Nordvik Infrastructure V SCSp (Equity),15938,EUR,Equity,,,,,,,,
Nordvik Infrastructure V Feeder SCA SICAV-RAIF - AIV compartment,Nordvik Infrastructure V US Non-QFPF EUR SCSp,EUR,Nordvik Infrastructure V US Non-QFPF EUR SCSp (Equity),Nordvik Infrastructure V US Non-QFPF EUR SCSp,EUR,Nordvik Infrastructure V US Non-QFPF EUR SCSp (Equity),20005,EUR,Equity,,,,,,,,
Nordvik Infrastructure V Feeder SCA SICAV-RAIF - EUR Compartment,NI V US Non QFPF EUR SCSp - USD,USD,NI V US Non QFPF EUR SCSp - USD (Agatestone Grove I (Equity)),NI V US Non QFPF EUR SCSp - USD,USD,NI V US Non QFPF EUR SCSp - USD (Agatestone Grove I (Equity)),16027,USD,Equity,,,,,,,,
Nordvik Infrastructure V Feeder SCA SICAV-RAIF - EUR Compartment,NI V US Non QFPF EUR SCSp - USD,USD,NI V US Non QFPF EUR SCSp - USD (Agatestone Grove II (Equity)),NI V US Non QFPF EUR SCSp - USD,USD,NI V US Non QFPF EUR SCSp - USD (Agatestone Grove II (Equity)),16035,USD,Equity,,,,,,,,
Nordvik Infrastructure V Feeder SCA SICAV-RAIF - EUR Compartment,Nordvik Infrastructure V SCSp,EUR,Nordvik Infrastructure V SCSp (Equity),Nordvik Infrastructure V SCSp,EUR,Nordvik Infrastructure V SCSp (Equity),15938,EUR,Equity,,,,,,,,
Nordvik Infrastructure V GP S.à r.l.,NI Ranfjord SCSp,USD,NI Ranfjord SCSp - NI Ranfjord Ltd (Ranfjord (Equity)),NI Ranfjord SCSp - NI Ranfjord Ltd,USD,NI Ranfjord SCSp - NI Ranfjord Ltd (Ranfjord (Equity)),13446,USD,Equity,,,,,,,,
Nordvik Infrastructure V GP S.à r.l.,NI Ranfjord SCSp,USD,NI Ranfjord SCSp - NI Ranfjord Ltd (Ranfjord (Funding Loan)),NI Ranfjord SCSp - NI Ranfjord Ltd,USD,NI Ranfjord SCSp - NI Ranfjord Ltd (Ranfjord (Funding Loan)),12998,USD,Funding loan,,,,,,,,
Nordvik Infrastructure V GP S.à r.l.,NI Ranfjord SCSp,USD,NI Ranfjord SCSp - USD (NI Ranfjord SCSp (Equity)),NI Ranfjord SCSp - USD,USD,NI Ranfjord SCSp - USD (NI Ranfjord SCSp (Equity)),19223,USD,Equity,,,,,,,,
Nordvik Infrastructure V GP S.à r.l.,NI V GP I SCSp,EUR,NI V GP I SCSp (Equity),NI V GP I SCSp,EUR,NI V GP I SCSp (Equity),18412,EUR,Equity,,,,,,,,
Nordvik Infrastructure V GP S.à r.l.,NI V US QFPF EUR SCSp - EUR,EUR,NI V US QFPF EUR SCSp - EUR (NI V US QFPF EUR (Equity)),NI V US QFPF EUR SCSp - EUR,EUR,NI V US QFPF EUR SCSp - EUR (NI V US QFPF EUR (Equity)),16010,EUR,Equity,,,,,,,,
Nordvik Infrastructure V NO SCSp,NI Australia Land Holdings Trust,AUD,NI Australia Land Holdings Trust (NI Australia Land Holdings Trust (NI Cloudberry Land Trust (NI LandCo) (Equity))),NI Australia Land Holdings Trust,AUD,NI Australia Land Holdings Trust (NI Australia Land Holdings Trust (NI Cloudberry Land Trust (NI LandCo) (Equity))),20532,AUD,Equity,,,,,,,,
Nordvik Infrastructure V NO SCSp,NI Australia Land Holdings Trust,AUD,NI Australia Land Holdings Trust (NI Castalia Land Trust (NI LandCo) (Equity)),NI Australia Land Holdings Trust,AUD,NI Australia Land Holdings Trust (NI Castalia Land Trust (NI LandCo) (Equity)),14402,AUD,Equity,,,,,,,,
Nordvik Infrastructure V NO SCSp,NI Australia Land Holdings Trust,AUD,NI Australia Land Holdings Trust (NI LandCo (Equity)),NI Australia Land Holdings Trust,AUD,NI Australia Land Holdings Trust (NI LandCo (Equity)),12563,AUD,Equity,,,,,,,,
Nordvik Infrastructure V NO SCSp,NI Australia Land Holdings Trust,AUD,NI Australia Land Holdings Trust (NI QLD Land 1 Trust (NI Australia Land Holdings Trust) (Equity)),NI Australia Land Holdings Trust,AUD,NI Australia Land Holdings Trust (NI QLD Land 1 Trust (NI Australia Land Holdings Trust) (Equity)),25273,AUD,Equity,,,,,,,,
Nordvik Infrastructure V NO SCSp,NI Australia Land Holdings Trust,AUD,NI Australia Land Holdings Trust (Kvasir Land Trust (NI LandCo) (Equity)),NI Australia Land Holdings Trust,AUD,NI Australia Land Holdings Trust (Kvasir Land Trust (NI LandCo) (Equity)),14403,AUD,Equity,,,,,,,,
Nordvik Infrastructure V NO SCSp,NI Nanna SCSp - USD,USD,NI Nanna SCSp - USD (NI Nanna Ltd (Taiwan New Sites (Equity))),NI Nanna SCSp - USD,USD,NI Nanna SCSp - USD (NI Nanna Ltd (Taiwan New Sites (Equity))),24926,USD,Equity,,,,,,,,
